bldg_name,district,price,sq_ft,price_total,price_sq_ft,latitude,longitude,num_gyms_within_100m,num_cafes_within_100m,num_restaurants_within_100m
Honest Building,CAUSEWAY BAY,30442,982,30442,31,22.276953,114.181412,6.0,8.0,20.0
C C Wu Building,WAN CHAI,30436,1087,30436,28,22.2777777,114.1778408,6.0,6.0,20.0
C C Wu Building,WAN CHAI,30436,1087,30436,28,22.2777777,114.1778408,6.0,6.0,20.0
C C Wu Building,WAN CHAI,30436,1087,30436,28,22.2777777,114.1778408,6.0,6.0,20.0
C C Wu Building,WAN CHAI,30436,1087,30436,28,22.2777777,114.1778408,6.0,6.0,20.0
Foo Hoo Centre,TSIM SHA TSUI,30400,1216,30400,25,22.3020516,114.1761833,1.0,3.0,20.0
Sands Building,TSIM SHA TSUI,30400,950,30400,32,22.2965222,114.1709494,8.0,3.0,20.0
Pioneer Centre,MONG KOK / TAI KOK TSUI,30324,722,30324,42,22.3225044,114.1690164,3.0,8.0,20.0
Grand Centre,TSIM SHA TSUI,30240,630,30240,48,22.2986055,114.1735857,4.0,6.0,20.0
"Sea View Estate, Block A",NORTH POINT,30240,1680,30240,18,22.2871266,114.191351,5.0,7.0,20.0
Strand 50 (Bonham Trade Centre),SHEUNG WAN,30240,1008,30240,30,22.285767,114.1512853,20.0,14.0,20.0
Empire Centre,TSIM SHA TSUI,30170,862,30170,35,22.2982675,114.1783981,0.0,6.0,20.0
CNT Tower,WAN CHAI,30109,1021,30109,29,22.278332,114.178819,15.0,6.0,20.0
Technology Plaza,NORTH POINT,30100,1720,30100,17,,,,,
Sands Building,TSIM SHA TSUI,30070,970,30070,31,22.2965222,114.1709494,8.0,3.0,20.0
Hyde Centre,WAN CHAI,30011,1350,30011,22,22.2802657,114.1798612,0.0,2.0,20.0
Emperor Hollywood Centre (Centre Hollywood),SHEUNG WAN,30005,1602,30005,18,22.2840681,114.1505838,3.0,12.0,20.0
Parkview Commercial Building,CAUSEWAY BAY,30005,1418,30005,21,22.2792437,114.1886192,1.0,5.0,20.0
New Mandarin Plaza - Tower B,TSIM SHA TSUI,30004,1300,30004,23,22.3005491,114.1786611,1.0,6.0,20.0
Vogue Building,CENTRAL,30002,890,30002,33,22.2815513,114.1549856,20.0,7.0,20.0
Dominion Centre,WAN CHAI,30002,965,30002,31,22.2764258,114.1692496,2.0,11.0,20.0
OfficePlus @Sheung Wan,SHEUNG WAN,30000,600,30000,50,22.2860162,114.1516854,18.0,9.0,20.0
Prat Commercial Building,TSIM SHA TSUI,30000,1000,30000,30,22.2984642,114.1747987,6.0,5.0,20.0
Tung Ming Building,CENTRAL,29999,654,29999,45,22.2831172,114.1565646,20.0,6.0,20.0
Ho Lee Commercial Building,CENTRAL,29997,606,29997,49,,,,,
Multifield Plaza,TSIM SHA TSUI,29997,1188,29997,25,22.2983375,114.1743575,9.0,4.0,20.0
Hung To Commercial Building,WAN CHAI,29997,1298,29997,23,22.2794394,114.1789694,10.0,3.0,20.0
Full View Commercial Building,CENTRAL,29997,850,29997,35,,,,,
Kee Shing Centre,TSIM SHA TSUI,29994,1326,29994,22,22.3018214,114.1755109,2.0,6.0,20.0
Harvest Building,SHEUNG WAN,29994,1272,29994,23,22.2852597,114.1542698,9.0,15.0,20.0
Prosperity Millennia Plaza,NORTH POINT,29986,1363,29986,22,22.2916983,114.2081683,1.0,1.0,5.0
Chinachem Golden Plaza,TSIM SHA TSUI,29960,1070,29960,28,22.2988123,114.1721746,3.0,6.0,20.0
Connaught Commercial Building,WAN CHAI,29952,1152,29952,26,22.2773239,114.178075,4.0,3.0,20.0
299QRC,SHEUNG WAN,29928,1032,29928,29,22.2849577,114.150647,9.0,20.0,20.0
Hermes Commercial Centre,TSIM SHA TSUI,29925,1425,29925,21,22.3025571,114.1723566,10.0,7.0,20.0
Ocean Building,JORDAN,29900,1196,29900,25,22.3049519,114.1693183,1.0,1.0,20.0
Lee Kum Kee Central,CENTRAL,29772,827,29772,36,22.2834411,114.1564064,20.0,7.0,20.0
New East Ocean Centre,TSIM SHA TSUI,29754,1102,29754,27,22.3015123,114.1789922,0.0,1.0,12.0
Star House,TSIM SHA TSUI,29688,1237,29688,24,22.2946183,114.1691682,0.0,4.0,20.0
Luk Yu Building,CENTRAL,29680,1060,29680,28,22.2821844,114.1555027,20.0,12.0,20.0
135 Bonham Strand Trade Centre,SHEUNG WAN,29625,1185,29625,25,22.2866777,114.1493908,6.0,2.0,20.0
299QRC,SHEUNG WAN,29624,1058,29624,28,22.2849577,114.150647,9.0,20.0,20.0
CKK Commercial Centre,WAN CHAI,29596,1057,29596,28,22.2783338,114.1774583,4.0,5.0,20.0
On Hong Commercial Building,WAN CHAI,29574,954,29574,31,22.277808,114.1730803,5.0,5.0,20.0
Kam Lung Commercial Centre,TSIM SHA TSUI,29498,950,29498,31,22.2981654,114.1743295,10.0,8.0,20.0
Sands Building,TSIM SHA TSUI,29450,950,29450,31,22.2965222,114.1709494,8.0,3.0,20.0
Greatmany Centre,WAN CHAI,29394,1278,29394,23,22.2756786,114.1704118,1.0,9.0,20.0
K Wah Centre,NORTH POINT,29360,1468,29360,20,22.2932357,114.2047775,0.0,2.0,0.0
Lee & Man Commercial Center,NORTH POINT,29349,1087,29349,27,22.287503,114.191589,4.0,6.0,20.0
Unicorn Trade Centre,CENTRAL,29260,770,29260,38,22.2852682,114.1552761,4.0,14.0,20.0
Man Yee Building,CENTRAL,29250,195,29250,150,22.2835772,114.1561146,19.0,6.0,20.0
Car Po Commercial Building,CENTRAL,29233,1271,29233,23,22.2822436,114.154595,16.0,20.0,20.0
Wanchai Central Building,WAN CHAI,29200,1168,29200,25,22.2782719,114.1718827,4.0,5.0,20.0
Hermes Commercial Centre,TSIM SHA TSUI,29174,1006,29174,29,22.3025571,114.1723566,10.0,7.0,20.0
Winning House - Res,CENTRAL,29100,970,29100,30,22.2820037,114.1536433,8.0,20.0,20.0
"Chinachem Exchange Square, Two",NORTH POINT,29018,1319,29018,22,22.2903966,114.1974685,3.0,0.0,10.0
Kai Kwong Commercial Building,WAN CHAI,29003,1310,29003,22,22.2788703,114.1785536,10.0,5.0,20.0
"Queen's Road Central, 55",CENTRAL,29000,800,29000,36,22.2828402,114.1558606,20.0,11.0,20.0
Silvercord - Tower 1,TSIM SHA TSUI,29000,580,29000,50,22.2973783,114.1695911,2.0,6.0,20.0
HSH Mongkok Plaza (OfficePlus @Prince Ewdard),MONG KOK / TAI KOK TSUI,28999,558,28999,51,22.3198474,114.1620857,0.0,6.0,20.0
Mirror Tower,TSIM SHA TSUI,28999,860,28999,33,22.297553,114.176456,1.0,3.0,20.0
CKK Commercial Centre,WAN CHAI,28998,1074,28998,27,22.2783338,114.1774583,4.0,5.0,20.0
CKK Commercial Centre,WAN CHAI,28998,1074,28998,27,22.2783338,114.1774583,4.0,5.0,20.0
CKK Commercial Centre,WAN CHAI,28998,1074,28998,27,22.2783338,114.1774583,4.0,5.0,20.0
CKK Commercial Centre,WAN CHAI,28998,1074,28998,27,22.2783338,114.1774583,4.0,5.0,20.0
CKK Commercial Centre,WAN CHAI,28998,1074,28998,27,22.2783338,114.1774583,4.0,5.0,20.0
Kai Tak Commercial Building,SHEUNG WAN,28990,1115,28990,26,22.2872433,114.1506702,2.0,6.0,20.0
Tai Yau Building,WAN CHAI,28980,966,28980,30,22.276967,114.17455,3.0,8.0,20.0
Wing Hing Commercial Building,SHEUNG WAN,28974,1317,28974,22,22.28744,114.145728,0.0,0.0,13.0
Goldmark,CAUSEWAY BAY,28944,804,28944,36,22.2798889,114.1842939,5.0,18.0,20.0
On Hing Building,CENTRAL,28901,875,28901,33,22.2805487,114.1564993,13.0,14.0,20.0
Connaught Commercial Building,WAN CHAI,28800,1152,28800,25,22.2773239,114.178075,4.0,3.0,20.0
Vogue Building,CENTRAL,28798,806,28798,35,22.2815513,114.1549856,20.0,7.0,20.0
Vogue Building,CENTRAL,28798,806,28798,35,22.2815513,114.1549856,20.0,7.0,20.0
Mirror Tower,TSIM SHA TSUI,28756,910,28756,31,22.297553,114.176456,1.0,3.0,20.0
Crawford House,CENTRAL,28728,456,28728,63,22.2826315,114.1555936,20.0,12.0,20.0
"Austin Road, 29",JORDAN,28672,1024,28672,28,22.3032477,114.1693682,3.0,6.0,20.0
Strand 50 (Bonham Trade Centre),SHEUNG WAN,28620,954,28620,30,22.285767,114.1512853,20.0,14.0,20.0
Wah Kit Commercial Centre,SHEUNG WAN,28600,1300,28600,22,22.2866553,114.1508663,11.0,6.0,20.0
Goldmark,CAUSEWAY BAY,28595,817,28595,35,22.2798889,114.1842939,5.0,18.0,20.0
Eastcore,KWUN TONG,28576,1786,28576,16,22.313354,114.2228428,12.0,6.0,20.0
One Capital Place,WAN CHAI,28566,1058,28566,27,22.2784631,114.1719656,3.0,7.0,20.0
CKK Commercial Centre,WAN CHAI,28539,1057,28539,27,22.2783338,114.1774583,4.0,5.0,20.0
CKK Commercial Centre,WAN CHAI,28539,1057,28539,27,22.2783338,114.1774583,4.0,5.0,20.0
Eastern Commercial Centre,WAN CHAI,28476,1017,28476,28,22.2792646,114.1803023,8.0,2.0,20.0
Tern Plaza,TSIM SHA TSUI,28416,888,28416,32,22.2988487,114.1727786,5.0,6.0,20.0
Taurus Building,TSIM SHA TSUI,28304,831,28304,34,22.300077,114.173473,8.0,8.0,20.0
Asia Standard Tower,CENTRAL,28236,724,28236,39,22.2830055,114.155849,20.0,10.0,20.0
Kai Tak Commercial Building,SHEUNG WAN,28168,1006,28168,28,22.2872433,114.1506702,2.0,6.0,20.0
Tai Yip Building,WAN CHAI,28140,938,28140,30,22.27738,114.175148,7.0,6.0,20.0
Austin Plaza,JORDAN,28056,1002,28056,28,22.3033986,114.1710135,4.0,2.0,20.0
East Town Building,WAN CHAI,28055,905,28055,31,22.2783849,114.1705822,2.0,4.0,20.0
Empire Centre,TSIM SHA TSUI,28017,849,28017,33,22.2982675,114.1783981,0.0,6.0,20.0
Loyong Court,WAN CHAI,28010,1260,28010,22,22.276022,114.1751471,2.0,2.0,12.0
Car Po Commercial Building,CENTRAL,28003,972,28003,28,22.2822436,114.154595,16.0,20.0,20.0
South Seas Centre - Tower 1,TSIM SHA TSUI,28003,1068,28003,26,22.3000671,114.178459,1.0,6.0,20.0
Wellington Plaza,CENTRAL,28001,910,28001,30,22.2818944,114.155257,20.0,10.0,20.0
Max Share Centre,NORTH POINT,28000,1400,28000,20,22.2909318,114.1979579,4.0,0.0,18.0
Wanchai Commercial Centre,WAN CHAI,28000,1057,28000,26,22.2771729,114.1760063,10.0,4.0,20.0
Wanchai Commercial Centre,WAN CHAI,28000,1057,28000,26,22.2771729,114.1760063,10.0,4.0,20.0
Morrison Commercial Building,WAN CHAI,28000,954,28000,29,22.2770909,114.1804813,0.0,5.0,17.0
"Cochrane Street, 9-11",CENTRAL,27999,900,27999,31,22.283485,114.1546666,12.0,15.0,20.0
Wanchai Commercial Centre,WAN CHAI,27998,1101,27998,25,22.2771729,114.1760063,10.0,4.0,20.0
Tak Woo House,CENTRAL,27996,1200,27996,23,22.2812836,114.155431,20.0,6.0,20.0
Hollywood Commercial House,CENTRAL,27950,1075,27950,26,22.281843,114.153608,8.0,17.0,20.0
Kam Fung Commercial Building,WAN CHAI,27930,1330,27930,21,22.2783245,114.1794896,9.0,5.0,20.0
Eubank Plaza,CENTRAL,27896,830,27896,33,22.282598,114.1564993,20.0,8.0,20.0
New Mandarin Plaza - Tower A,TSIM SHA TSUI,27721,1459,27721,19,22.3005491,114.1786611,1.0,6.0,20.0
Workington Tower,SHEUNG WAN,27552,1148,27552,24,22.286015,114.150659,18.0,12.0,20.0
Ocean Building,JORDAN,27550,1102,27550,25,22.3049519,114.1693183,1.0,1.0,20.0
Wanchai Commercial Centre,WAN CHAI,27525,1101,27525,25,22.2771729,114.1760063,10.0,4.0,20.0
Wanchai Commercial Centre,WAN CHAI,27525,1101,27525,25,22.2771729,114.1760063,10.0,4.0,20.0
Wanchai Commercial Centre,WAN CHAI,27525,1101,27525,25,22.2771729,114.1760063,10.0,4.0,20.0
Wanchai Commercial Centre,WAN CHAI,27525,1101,27525,25,22.2771729,114.1760063,10.0,4.0,20.0
Beverly House,WAN CHAI,27507,1038,27507,26,22.278259,114.172151,3.0,8.0,20.0
Energy Plaza,TSIM SHA TSUI,27500,1100,27500,25,22.2999261,114.1767262,0.0,2.0,11.0
CKK Commercial Centre,WAN CHAI,27486,1018,27486,27,22.2783338,114.1774583,4.0,5.0,20.0
Wilson House,CENTRAL,27392,856,27392,32,22.2804986,114.1557097,19.0,11.0,20.0
Emperor Group Centre,WAN CHAI,27356,977,27356,28,22.2775389,114.1768655,4.0,2.0,20.0
Shiu Fung Hong Building,SHEUNG WAN,27346,1243,27346,22,22.2878019,114.1480606,2.0,3.0,17.0
New Mandarin Plaza - Tower B,TSIM SHA TSUI,27265,779,27265,35,22.3005491,114.1786611,1.0,6.0,20.0
New Mandarin Plaza - Tower B,TSIM SHA TSUI,27265,779,27265,35,22.3005491,114.1786611,1.0,6.0,20.0
New Mandarin Plaza - Tower B,TSIM SHA TSUI,27265,779,27265,35,22.3005491,114.1786611,1.0,6.0,20.0
Star House,TSIM SHA TSUI,27218,878,27218,31,22.2946183,114.1691682,0.0,4.0,20.0
Mirror Tower,TSIM SHA TSUI,27199,780,27199,34,22.297553,114.176456,1.0,3.0,20.0
Workington Tower,SHEUNG WAN,27192,1133,27192,24,22.286015,114.150659,18.0,12.0,20.0
Workington Tower,SHEUNG WAN,27192,1133,27192,24,22.286015,114.150659,18.0,12.0,20.0
C Wisdom Centre,CENTRAL,27104,968,27104,28,22.2822572,114.153608,11.0,20.0,20.0
C Wisdom Centre,CENTRAL,27104,968,27104,28,22.2822572,114.153608,11.0,20.0,20.0
C Wisdom Centre,CENTRAL,27104,968,27104,28,22.2822572,114.153608,11.0,20.0,20.0
Tai Yau Building,WAN CHAI,27094,874,27094,31,22.276967,114.17455,3.0,8.0,20.0
Lucky Building,CENTRAL,27072,846,27072,32,22.2822369,114.155333,20.0,12.0,20.0
Causeway Bay Plaza II,CAUSEWAY BAY,27060,820,27060,33,22.2805414,114.1821601,7.0,8.0,20.0
Hillier Commercial Building,SHEUNG WAN,27000,1000,27000,27,22.285888,114.1517909,19.0,11.0,20.0
Arion Commercial Centre,SHEUNG WAN,26998,1521,26998,17,22.2863187,114.1483711,2.0,5.0,20.0
Houston Centre,TSIM SHA TSUI,26997,1023,26997,26,22.2980295,114.1768655,1.0,2.0,20.0
Ihome Centre,WAN CHAI,26976,843,26976,32,22.2794049,114.1792742,10.0,3.0,20.0
Asia Standard Tower,CENTRAL,26910,207,26910,130,22.2830055,114.155849,20.0,10.0,20.0
Mirror Tower,TSIM SHA TSUI,26814,815,26814,32,22.297553,114.176456,1.0,3.0,20.0
Mirror Tower,TSIM SHA TSUI,26799,795,26799,33,22.297553,114.176456,1.0,3.0,20.0
The Workstation,CENTRAL,26772,776,26772,34,10.8017589,106.7135357,0.0,18.0,9.0
Shun Feng International Centre,WAN CHAI,26730,900,26730,29,22.2753389,114.171594,2.0,19.0,20.0
"Austin Road, 102",JORDAN,26684,953,26684,28,22.303107,114.1723006,10.0,6.0,20.0
"Austin Road, 102",JORDAN,26684,953,26684,28,22.303107,114.1723006,10.0,6.0,20.0
"Austin Road, 102",JORDAN,26684,953,26684,28,22.303107,114.1723006,10.0,6.0,20.0
Po Wah Commercial Centre,WAN CHAI,26650,1025,26650,26,22.2776183,114.1752946,8.0,4.0,20.0
Po Wah Commercial Centre,WAN CHAI,26650,1025,26650,26,22.2776183,114.1752946,8.0,4.0,20.0
"Chinachem Exchange Square, Two",NORTH POINT,26586,1266,26586,21,22.2903966,114.1974685,3.0,0.0,10.0
"Chinachem Exchange Square, Two",NORTH POINT,26586,1266,26586,21,22.2903966,114.1974685,3.0,0.0,10.0
Asia Standard Tower,CENTRAL,26559,681,26559,39,22.2830055,114.155849,20.0,10.0,20.0
Lee & Man Commercial Center,NORTH POINT,26541,983,26541,27,22.287503,114.191589,4.0,6.0,20.0
Po Wah Commercial Centre,WAN CHAI,26520,884,26520,30,22.2776183,114.1752946,8.0,4.0,20.0
Po Wah Commercial Centre,WAN CHAI,26520,884,26520,30,22.2776183,114.1752946,8.0,4.0,20.0
OfficePlus@Wan Chai (CRE Building),WAN CHAI,26499,550,26499,48,22.2783772,114.1776866,4.0,5.0,20.0
Lucky Building,CENTRAL,26464,827,26464,32,22.2822369,114.155333,20.0,12.0,20.0
Wanchai Commercial Centre,WAN CHAI,26424,1101,26424,24,22.2771729,114.1760063,10.0,4.0,20.0
Harbour Commercial Building,SHEUNG WAN,26400,1100,26400,24,22.2868526,114.1524233,7.0,3.0,20.0
Island Place Tower,NORTH POINT,26400,1200,26400,22,22.2914596,114.2030318,1.0,4.0,20.0
Loke Yew Building,CENTRAL,26400,550,26400,48,22.28223,114.156059,20.0,8.0,20.0
New Mandarin Plaza - Tower A,TSIM SHA TSUI,26400,1320,26400,20,22.3005491,114.1786611,1.0,6.0,20.0
Printing House,CENTRAL,26235,477,26235,55,22.279818,114.1571925,2.0,3.0,20.0
Silver Fortune Plaza,CENTRAL,26208,728,26208,36,22.2811073,114.1561361,20.0,15.0,20.0
Capitol Centre - Block 2,CAUSEWAY BAY,26202,794,26202,33,22.279725,114.1845751,7.0,17.0,20.0
Kai Tak Commercial Building,SHEUNG WAN,26182,1007,26182,26,22.2872433,114.1506702,2.0,6.0,20.0
Yee On 168 (E168),SHEUNG WAN,26160,872,26160,30,22.2863943,114.1491375,5.0,3.0,20.0
Yee On 168 (E168),SHEUNG WAN,26160,872,26160,30,22.2863943,114.1491375,5.0,3.0,20.0
Austin Tower,TSIM SHA TSUI,26092,1186,26092,22,22.3029565,114.1752316,0.0,5.0,20.0
Park Commercial Centre,CAUSEWAY BAY,26010,867,26010,30,22.2819266,114.1920769,0.0,1.0,4.0
Double Commercial Building,CENTRAL,26003,680,26003,38,22.2821047,114.15557,20.0,12.0,20.0
Teda Building,SHEUNG WAN,26003,1083,26003,24,22.2859508,114.1519873,16.0,10.0,20.0
CKK Commercial Centre,WAN CHAI,26003,750,26003,34,22.2783338,114.1774583,4.0,5.0,20.0
CKK Commercial Centre,WAN CHAI,26003,750,26003,34,22.2783338,114.1774583,4.0,5.0,20.0
Tern Centre - Block 2,SHEUNG WAN,26002,913,26002,28,22.2848965,114.1513687,13.0,16.0,20.0
Empress Plaza,TSIM SHA TSUI,26001,808,26001,32,22.2971872,114.1752404,4.0,2.0,20.0
Hillier Commercial Building,SHEUNG WAN,26000,1000,26000,26,22.285888,114.1517909,19.0,11.0,20.0
Wyndham Place,CENTRAL,26000,1000,26000,26,22.2801595,114.1550448,9.0,9.0,20.0
Jade Centre,CENTRAL,25998,918,25998,28,22.2828985,114.1543957,15.0,20.0,20.0
Mirror Tower,TSIM SHA TSUI,25997,780,25997,33,22.297553,114.176456,1.0,3.0,20.0
Lee & Man Commercial Center,NORTH POINT,25944,1128,25944,23,22.287503,114.191589,4.0,6.0,20.0
Unicorn Trade Centre,CENTRAL,25840,680,25840,38,22.2852682,114.1552761,4.0,14.0,20.0
Albion Plaza,TSIM SHA TSUI,25830,630,25830,41,22.2993375,114.1726271,6.0,14.0,20.0
Albion Plaza,TSIM SHA TSUI,25830,630,25830,41,22.2993375,114.1726271,6.0,14.0,20.0
East Ocean Centre,TSIM SHA TSUI,25799,836,25799,30,22.3003823,114.1777233,1.0,7.0,20.0
Casey Building,SHEUNG WAN,25788,1228,25788,21,22.2849342,114.1498393,3.0,16.0,20.0
Fu Fai Commercial Centre,SHEUNG WAN,25760,1120,25760,23,22.2861111,114.1530158,6.0,6.0,20.0
Fu Fai Commercial Centre,SHEUNG WAN,25760,1120,25760,23,22.2861111,114.1530158,6.0,6.0,20.0
Kai Tak Commercial Building,SHEUNG WAN,25760,920,25760,28,22.2872433,114.1506702,2.0,6.0,20.0
Millennium City 1 - Tower 01,KWUN TONG,25650,1026,25650,25,22.3136835,114.2212449,1.0,3.0,20.0
Mirror Tower,TSIM SHA TSUI,25520,795,25520,32,22.297553,114.176456,1.0,3.0,20.0
Nam Hing Fong,CAUSEWAY BAY,25496,881,25496,28,22.277412,114.181444,7.0,12.0,20.0
Wanchai Commercial Centre,WAN CHAI,25368,1057,25368,24,22.2771729,114.1760063,10.0,4.0,20.0
Wanchai Commercial Centre,WAN CHAI,25368,1057,25368,24,22.2771729,114.1760063,10.0,4.0,20.0
Wilson House,CENTRAL,25344,768,25344,33,22.2804986,114.1557097,19.0,11.0,20.0
Nam Hing Fong,CAUSEWAY BAY,25302,881,25302,28,22.277412,114.181444,7.0,12.0,20.0
Yue Xiu Building,WAN CHAI,25208,1096,25208,23,22.278087,114.1737809,6.0,10.0,20.0
Strand 71,SHEUNG WAN,25200,840,25200,30,22.285951,114.151688,20.0,10.0,20.0
East Ocean Centre,TSIM SHA TSUI,25080,836,25080,30,22.3003823,114.1777233,1.0,7.0,20.0
Lansing House,CENTRAL,25004,950,25004,26,42.73359929999999,-84.55386639999999,0.0,0.0,1.0
Star House,TSIM SHA TSUI,25004,1400,25004,17,22.2946183,114.1691682,0.0,4.0,20.0
Gilman's Bazaar,SHEUNG WAN,25004,763,25004,32,22.2848755,114.1541882,7.0,12.0,20.0
Nam Wo Hong Building,SHEUNG WAN,25004,1055,25004,23,22.2871069,114.149339,2.0,2.0,20.0
Tai Sang Bank Building,SHEUNG WAN,25003,861,25003,29,22.2863943,114.1491375,5.0,3.0,20.0
MW One,TSIM SHA TSUI,25003,965,25003,25,22.300516,114.1749021,6.0,5.0,20.0
Winning Centre,CENTRAL,25003,1100,25003,22,22.2802377,114.1548736,9.0,8.0,20.0
Nam Hing Fong,CAUSEWAY BAY,25003,881,25003,28,22.277412,114.181444,7.0,12.0,20.0
Thyrse House,CENTRAL,25001,762,25001,32,22.2832554,114.1560546,20.0,8.0,20.0
Alliance Building,SHEUNG WAN,25001,880,25001,28,22.2870402,114.151975,6.0,4.0,20.0
Chang Pao Ching Building,WAN CHAI,25000,1294,25000,19,22.2794951,114.180986,10.0,3.0,20.0
Island Place Tower,NORTH POINT,25000,1000,25000,25,22.2914596,114.2030318,1.0,4.0,20.0
Winning Centre,CENTRAL,25000,500,25000,50,22.2802377,114.1548736,9.0,8.0,20.0
"Wyndham Street, 31C-D",CENTRAL,25000,1000,25000,25,22.2802625,114.1552337,9.0,9.0,20.0
Conwell House,CENTRAL,25000,980,25000,25,22.2824767,114.1553036,20.0,10.0,20.0
Supreme House,TSIM SHA TSUI,24999,591,24999,42,22.2981593,114.1745201,8.0,3.0,20.0
Winfield Commercial Building,TSIM SHA TSUI,24999,865,24999,28,22.2986137,114.1742646,10.0,6.0,20.0
New York House,CENTRAL,24998,814,24998,30,22.2853805,114.1557163,4.0,8.0,20.0
New York House,CENTRAL,24998,814,24998,30,22.2853805,114.1557163,4.0,8.0,20.0
Success Commercial Building,WAN CHAI,24996,1144,24996,21,22.276022,114.1751471,2.0,2.0,12.0
Carfield Commercial Building,CENTRAL,24993,1368,24993,18,,,,,
Austin Tower,TSIM SHA TSUI,24970,1135,24970,22,22.3029565,114.1752316,0.0,5.0,20.0
Wharf T & T Centre,TSIM SHA TSUI,24969,861,24969,29,22.2970382,114.1686482,0.0,8.0,20.0
Capitol Centre - Block 2,CAUSEWAY BAY,24928,779,24928,32,22.279725,114.1845751,7.0,17.0,20.0
Ihome Centre,WAN CHAI,24928,779,24928,32,22.2794049,114.1792742,10.0,3.0,20.0
Energy Plaza,TSIM SHA TSUI,24800,992,24800,25,22.2999261,114.1767262,0.0,2.0,11.0
Pacific Plaza,WESTERN / KENNEDY TOWN,24726,951,24726,26,22.2822235,114.1292619,1.0,1.0,20.0
Eastern Flower Centre,TSIM SHA TSUI,24720,1030,24720,24,22.2989435,114.1741858,5.0,7.0,20.0
Eastern Flower Centre,TSIM SHA TSUI,24720,1030,24720,24,22.2989435,114.1741858,5.0,7.0,20.0
Capitol Centre - Block 2,CAUSEWAY BAY,24640,770,24640,32,22.279725,114.1845751,7.0,17.0,20.0
Beautiful Group Tower,SHEUNG WAN,24600,820,24600,30,22.2863943,114.1491375,5.0,3.0,20.0
Austin Plaza,JORDAN,24556,877,24556,28,22.3033986,114.1710135,4.0,2.0,20.0
Ocean Centre,TSIM SHA TSUI,24552,792,24552,31,22.296249,114.1689005,0.0,6.0,16.0
Jupiter Tower,NORTH POINT,24541,1067,24541,23,22.2862362,114.1923382,6.0,6.0,20.0
Sing Shun Centre,CHEUNG SHA WAN / LAI CHI KOK,24420,1110,24420,22,22.3373679,114.1461055,4.0,6.0,20.0
Tern Commercial Building,TSIM SHA TSUI,24396,642,24396,38,22.3002277,114.1745591,7.0,6.0,20.0
Tern Commercial Building,TSIM SHA TSUI,24396,642,24396,38,22.3002277,114.1745591,7.0,6.0,20.0
Tern Commercial Building,TSIM SHA TSUI,24396,642,24396,38,22.3002277,114.1745591,7.0,6.0,20.0
Hollywood Centre,SHEUNG WAN,24360,870,24360,28,22.285523,114.1482076,2.0,8.0,20.0
Goldmark,CAUSEWAY BAY,24336,676,24336,36,22.2798889,114.1842939,5.0,18.0,20.0
Omega Plaza,MONG KOK / TAI KOK TSUI,24310,935,24310,26,22.3198474,114.1620857,0.0,6.0,20.0
Prosperity Millennia Plaza,NORTH POINT,24244,1102,24244,22,22.2916983,114.2081683,1.0,1.0,5.0
Charmhill Centre,TSIM SHA TSUI,24240,1010,24240,24,22.2988123,114.1721746,3.0,6.0,20.0
Yee On 168 (E168),SHEUNG WAN,24240,808,24240,30,22.2863943,114.1491375,5.0,3.0,20.0
Cameron Plaza,TSIM SHA TSUI,24228,673,24228,36,22.2992387,114.1741717,5.0,6.0,20.0
Wui Tat Centre,WESTERN / KENNEDY TOWN,24228,1346,24228,18,22.2822235,114.1292619,1.0,1.0,20.0
Arion Commercial Centre,SHEUNG WAN,24200,968,24200,25,22.2863187,114.1483711,2.0,5.0,20.0
Austin Tower,TSIM SHA TSUI,24200,1100,24200,22,22.3029565,114.1752316,0.0,5.0,20.0
Keen Hung Commercial Building,WAN CHAI,24168,848,24168,28,22.2766052,114.1696434,2.0,6.0,20.0
Bowtie Life Insurance Tower,WAN CHAI,24150,575,24150,42,22.2762761,114.1717334,1.0,17.0,20.0
Tai Tung Building,WAN CHAI,24120,670,24120,36,22.2773668,114.1746362,4.0,5.0,20.0
Ihome Centre,WAN CHAI,24096,753,24096,32,22.2794049,114.1792742,10.0,3.0,20.0
East Town Building,WAN CHAI,24087,777,24087,31,22.2783849,114.1705822,2.0,4.0,20.0
135 Bonham Strand Trade Centre,SHEUNG WAN,24075,963,24075,25,22.2866777,114.1493908,6.0,2.0,20.0
135 Bonham Strand Trade Centre,SHEUNG WAN,24075,963,24075,25,22.2866777,114.1493908,6.0,2.0,20.0
Ocean Centre,TSIM SHA TSUI,24056,776,24056,31,22.296249,114.1689005,0.0,6.0,16.0
Goldmark,CAUSEWAY BAY,24010,686,24010,35,22.2798889,114.1842939,5.0,18.0,20.0
Alpha House,TSIM SHA TSUI,24005,1015,24005,23,22.2962892,114.1721057,5.0,9.0,20.0
Kam Hing Building,TSIM SHA TSUI,24003,945,24003,25,22.3026719,114.1731495,15.0,3.0,20.0
EIB Tower,WAN CHAI,24003,1287,24003,18,22.2777794,114.1796289,7.0,5.0,20.0
Nam Wo Hong Building,SHEUNG WAN,24000,949,24000,25,22.2871069,114.149339,2.0,2.0,20.0
Kuo Wah Building,WAN CHAI,24000,1600,24000,15,22.2783948,114.1790357,15.0,8.0,20.0
New World Tower 1,CENTRAL,24000,400,24000,60,22.280329,114.1568538,6.0,11.0,20.0
Valley Centre,WAN CHAI,24000,1200,24000,20,22.2759492,114.1800161,0.0,0.0,1.0
