bldg_name,district,price,sq_ft,price_total,price_sq_ft,latitude,longitude,num_gyms_within_100m,num_cafes_within_100m,num_restaurants_within_100m
China Insurance Building,TSIM SHA TSUI,66584,2378,66584,28,22.2991175,114.1750077,2.0,5.0,20.0
China Insurance Building,TSIM SHA TSUI,66584,2378,66584,28,22.2991175,114.1750077,2.0,5.0,20.0
Li Dong Building,CENTRAL,66584,2296,66584,29,22.2828948,114.1563008,20.0,5.0,20.0
"Heung Yip Road, 41",WONG CHUK HANG,66528,2772,66528,24,22.2477698,114.1632639,4.0,2.0,3.0
Chuang's Tower,CENTRAL,66510,1478,66510,45,22.2835613,114.1570651,9.0,6.0,20.0
New Henry House,CENTRAL,66500,950,66500,70,22.2808196,114.1584629,2.0,16.0,20.0
New Henry House,CENTRAL,66500,950,66500,70,22.2808196,114.1584629,2.0,16.0,20.0
China Insurance Group Building,SHEUNG WAN,66480,3324,66480,20,22.2863943,114.1491375,5.0,3.0,20.0
Emperor Group Centre,WAN CHAI,66416,2372,66416,28,22.2775389,114.1768655,4.0,2.0,20.0
The Centrium,CENTRAL,66325,1895,66325,35,22.2806003,114.1546621,7.0,7.0,20.0
Hang Lung Centre,CAUSEWAY BAY,66300,1326,66300,50,22.2802143,114.1859353,5.0,3.0,20.0
Hollywood Commercial House,CENTRAL,66300,2550,66300,26,22.281843,114.153608,8.0,17.0,20.0
Genesis,WONG CHUK HANG,66272,4142,66272,16,22.2459198,114.1664957,0.0,1.0,3.0
World Wide House,CENTRAL,66240,1472,66240,45,22.2825285,114.1578668,4.0,4.0,20.0
Convention Plaza Office Tower,WAN CHAI,66220,1204,66220,55,22.2809259,114.1740414,0.0,4.0,14.0
Hollywood Commercial House,CENTRAL,66150,2450,66150,27,22.281843,114.153608,8.0,17.0,20.0
YF Life Centre,WAN CHAI,66080,1652,66080,40,22.279064,114.1693057,0.0,0.0,2.0
Ovest,SHEUNG WAN,66062,1943,66062,34,22.285941,114.152217,16.0,12.0,20.0
Ovest,SHEUNG WAN,66062,1943,66062,34,22.285941,114.152217,16.0,12.0,20.0
Wing On House,CENTRAL,65988,2444,65988,27,22.283883,114.156478,8.0,6.0,20.0
Chubb Tower (Windsor House),CAUSEWAY BAY,65880,1830,65880,36,22.280292,114.1864779,4.0,2.0,20.0
Lee Garden Six (111 Leighton Road),CAUSEWAY BAY,65880,1464,65880,45,22.2777432,114.185842,0.0,7.0,20.0
Exchange Tower,KOWLOON BAY,65875,3875,65875,17,22.3211051,114.2094231,0.0,5.0,11.0
Empire Centre,TSIM SHA TSUI,65835,1881,65835,35,22.2982675,114.1783981,0.0,6.0,20.0
Landmark South,WONG CHUK HANG,65832,2532,65832,26,22.249265,114.167138,2.0,2.0,7.0
Millennium City 2,KWUN TONG,65772,2436,65772,27,22.3144685,114.2201636,2.0,0.0,4.0
New Henry House,CENTRAL,65450,935,65450,70,22.2808196,114.1584629,2.0,16.0,20.0
Tern Centre - Block 1,SHEUNG WAN,65400,2180,65400,30,22.2848479,114.1516224,11.0,15.0,20.0
Tern Centre - Block 1,SHEUNG WAN,65400,2180,65400,30,22.2848479,114.1516224,11.0,15.0,20.0
Universal Commercial Building,TSIM SHA TSUI,65178,1917,65178,34,22.2962104,114.1716137,4.0,6.0,20.0
Concordia Plaza,TSIM SHA TSUI,65109,1973,65109,33,22.2988123,114.1721746,3.0,6.0,20.0
Concordia Plaza,TSIM SHA TSUI,65007,1921,65007,33,22.2988123,114.1721746,3.0,6.0,20.0
CNT Commercial Building,SHEUNG WAN,64999,2450,64999,26,22.2849182,114.1503149,6.0,20.0,20.0
CNT Commercial Building,SHEUNG WAN,64999,2450,64999,26,22.2849182,114.1503149,6.0,20.0,20.0
CNT Commercial Building,SHEUNG WAN,64999,2450,64999,26,22.2849182,114.1503149,6.0,20.0,20.0
LL Tower,CENTRAL,64993,2327,64993,27,22.2820773,114.153466,11.0,20.0,20.0
"Chinachem Exchange Square, Two",NORTH POINT,64966,2953,64966,22,22.2903966,114.1974685,3.0,0.0,10.0
"Kodak House, Block 2",NORTH POINT,64896,4056,64896,16,34.0978305,-118.3590054,1.0,1.0,0.0
"Grand Plaza Office Tower, One",MONG KOK / TAI KOK TSUI,64800,1440,64800,45,22.3203648,114.169773,5.0,8.0,20.0
Millennium City 2,KWUN TONG,64584,2392,64584,27,22.3144685,114.2201636,2.0,0.0,4.0
China Hong Kong Tower,WAN CHAI,64560,2152,64560,30,22.2775703,114.1685479,3.0,8.0,20.0
Plaza 2000,CAUSEWAY BAY,64520,1613,64520,40,22.2786238,114.1816028,7.0,15.0,20.0
Siu On Plaza,CAUSEWAY BAY,64352,2011,64352,32,22.2808991,114.1827881,3.0,20.0,20.0
Canton House,CENTRAL,64260,1428,64260,45,22.2823315,114.155921,20.0,8.0,20.0
Canton House,CENTRAL,64260,1428,64260,45,22.2823315,114.155921,20.0,8.0,20.0
Central Plaza,WAN CHAI,64232,1147,64232,56,22.2799097,114.1737282,0.0,0.0,0.0
"Hing Fat Street, 88",NORTH POINT,64000,2000,64000,32,22.2857461,114.1907881,1.0,4.0,20.0
"Hing Fat Street, 88",NORTH POINT,64000,2000,64000,32,22.2857461,114.1907881,1.0,4.0,20.0
So Hong Commercial Building,SHEUNG WAN,63954,2907,63954,22,22.2850852,114.1517059,14.0,18.0,20.0
Chuang's Tower,CENTRAL,63945,1421,63945,45,22.2835613,114.1570651,9.0,6.0,20.0
Chuang's Tower,CENTRAL,63945,1421,63945,45,22.2835613,114.1570651,9.0,6.0,20.0
Chinachem Century Tower,WAN CHAI,63924,1522,63924,42,22.2798751,114.1785968,0.0,2.0,20.0
Chinachem Exchange Square,QUARRY BAY,63908,2458,63908,26,22.2880754,114.2117901,3.0,8.0,20.0
Century Square,CENTRAL,63850,1277,63850,50,22.281508,114.155987,20.0,7.0,20.0
Suen Yue Building,SHEUNG WAN,63840,2660,63840,24,22.2870529,114.1481389,1.0,4.0,20.0
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,63801,3060,63801,20,22.3349378,114.1567759,0.0,0.0,4.0
Universal Trade Centre,CENTRAL,63778,2453,63778,26,22.2801898,114.1543013,4.0,3.0,20.0
Chuang's Tower,CENTRAL,63720,1416,63720,45,22.2835613,114.1570651,9.0,6.0,20.0
Convention Plaza Office Tower,WAN CHAI,63696,1327,63696,48,22.2809259,114.1740414,0.0,4.0,14.0
East Town Building,WAN CHAI,63492,1924,63492,33,22.2783849,114.1705822,2.0,4.0,20.0
East Town Building,WAN CHAI,63492,1924,63492,33,22.2783849,114.1705822,2.0,4.0,20.0
"Kodak House, Block 2",NORTH POINT,63466,4882,63466,13,34.0978305,-118.3590054,1.0,1.0,0.0
Century Square,CENTRAL,63388,1219,63388,52,22.281508,114.155987,20.0,7.0,20.0
Kundamal House,TSIM SHA TSUI,63382,2881,63382,22,22.2986475,114.1741186,5.0,5.0,20.0
Arion Commercial Centre,SHEUNG WAN,63375,2535,63375,25,22.2863187,114.1483711,2.0,5.0,20.0
Tai Tung Building,WAN CHAI,63360,1584,63360,40,22.2773668,114.1746362,4.0,5.0,20.0
China Hong Kong City - Tower 2,TSIM SHA TSUI,63308,2261,63308,28,22.3008733,114.1679008,0.0,5.0,15.0
Millennium City 1 - Tower 01,KWUN TONG,63307,2183,63307,29,22.3136835,114.2212449,1.0,3.0,20.0
Gravity,KWUN TONG,63270,3330,63270,19,22.3103686,114.2227035,7.0,4.0,20.0
One Island South,WONG CHUK HANG,63250,2530,63250,25,22.2459198,114.1664957,0.0,1.0,3.0
MG Tower,KWUN TONG,63224,2258,63224,28,22.3131772,114.217479,1.0,2.0,8.0
Charmhill Centre,TSIM SHA TSUI,63129,1913,63129,33,22.2988123,114.1721746,3.0,6.0,20.0
Eubank Plaza,CENTRAL,63080,1660,63080,38,22.282598,114.1564993,20.0,8.0,20.0
Southland Building,CENTRAL,63000,1575,63000,40,22.2849964,114.1560629,1.0,9.0,20.0
Southland Building,CENTRAL,63000,1575,63000,40,22.2849964,114.1560629,1.0,9.0,20.0
Southland Building,CENTRAL,63000,1575,63000,40,22.2849964,114.1560629,1.0,9.0,20.0
Southland Building,CENTRAL,63000,1575,63000,40,22.2849964,114.1560629,1.0,9.0,20.0
Southland Building,CENTRAL,63000,1575,63000,40,22.2849964,114.1560629,1.0,9.0,20.0
Southland Building,CENTRAL,63000,1575,63000,40,22.2849964,114.1560629,1.0,9.0,20.0
World Finance Centre - North,TSIM SHA TSUI,62814,2166,62814,29,22.2988123,114.1721746,3.0,6.0,20.0
K Wah Centre,NORTH POINT,62800,3925,62800,16,22.2932357,114.2047775,0.0,2.0,0.0
Tai Yip Building,WAN CHAI,62748,2241,62748,28,22.27738,114.175148,7.0,6.0,20.0
Hong Kong Pacific Centre,TSIM SHA TSUI,62682,1011,62682,62,22.2971106,114.1712748,13.0,5.0,20.0
Marina 8,WONG CHUK HANG,62530,2405,62530,26,22.2484741,114.1677273,4.0,2.0,12.0
Nam Wo Hong Building,SHEUNG WAN,62406,3467,62406,18,22.2871069,114.149339,2.0,2.0,20.0
"Yee Wo Street, 68",CAUSEWAY BAY,62384,2228,62384,28,22.2791924,114.1865722,6.0,4.0,20.0
"Observatory Road, 8",TSIM SHA TSUI,62304,1650,62304,37,22.30117,114.17572,1.0,6.0,20.0
"Wellington Street, 128",CENTRAL,62280,2076,62280,30,22.2836886,114.153869,9.0,11.0,20.0
Shun Tak Centre - China Merchants Tower,SHEUNG WAN,62230,1778,62230,35,22.287639,114.1524863,1.0,3.0,20.0
East Town Building,WAN CHAI,62155,2005,62155,31,22.2783849,114.1705822,2.0,4.0,20.0
Lee Kar Building,TSIM SHA TSUI,62100,2300,62100,27,22.2978633,114.1728016,5.0,10.0,20.0
Carnarvon Plaza,TSIM SHA TSUI,62005,1679,62005,36,22.2992107,114.1732428,8.0,11.0,20.0
Harbour Commercial Building,SHEUNG WAN,62000,3100,62000,20,22.2868526,114.1524233,7.0,3.0,20.0
Chao's Building,SHEUNG WAN,61992,2214,61992,28,22.2864326,114.1487956,6.0,3.0,20.0
"Hing Fat Street, 88",NORTH POINT,61985,1771,61985,35,22.2857461,114.1907881,1.0,4.0,20.0
Centre Point,WAN CHAI,61920,2580,61920,24,22.2785368,114.1709438,2.0,3.0,20.0
"Sea View Estate, Block B",NORTH POINT,61875,4125,61875,15,22.2873828,114.1910307,3.0,4.0,16.0
"Lyndhurst Terrace, 8 (Capitol Plaza)",CENTRAL,61840,1546,61840,40,22.2823898,114.1548,20.0,20.0,20.0
Crawford House,CENTRAL,61803,981,61803,63,22.2826315,114.1555936,20.0,12.0,20.0
Bayfield Building,WAN CHAI,61709,2683,61709,23,22.2777315,114.1719829,5.0,5.0,20.0
Jonsim Place,WAN CHAI,61644,2802,61644,22,22.27464,114.1729874,3.0,7.0,20.0
Shui On Centre,WAN CHAI,61560,1710,61560,36,22.2801875,114.1716875,0.0,5.0,11.0
Metroplaza - Tower 01,KWAI CHUNG,61542,2367,61542,26,22.3574364,114.1266565,1.0,1.0,20.0
"Chinese Bank Building, The",CENTRAL,61540,1810,61540,34,,,,,
The Loop,CENTRAL,61512,1864,61512,33,22.2820149,114.155444,20.0,13.0,20.0
"Electric Road, 148",NORTH POINT,61488,2196,61488,28,22.2864911,114.1917255,6.0,8.0,20.0
South Seas Centre - Tower 1,TSIM SHA TSUI,61456,2672,61456,23,22.3000671,114.178459,1.0,6.0,20.0
AXA Southside,WONG CHUK HANG,61416,3412,61416,18,22.2481054,114.1660903,5.0,5.0,18.0
Fortress Tower,NORTH POINT,61294,3226,61294,19,22.2887539,114.1942602,6.0,2.0,20.0
V Heun Building,CENTRAL,61200,1700,61200,36,22.2839685,114.154231,10.0,11.0,20.0
Tern Centre - Block 1,SHEUNG WAN,61040,2180,61040,28,22.2848479,114.1516224,11.0,15.0,20.0
East Town Building,WAN CHAI,60984,1848,60984,33,22.2783849,114.1705822,2.0,4.0,20.0
Chinaweal Centre,WAN CHAI,60900,2100,60900,29,22.2801959,114.1805379,4.0,2.0,20.0
Millennium City 1 - Tower 01,KWUN TONG,60842,2098,60842,29,22.3136835,114.2212449,1.0,3.0,20.0
Millennium City 1 - Tower 01,KWUN TONG,60842,2098,60842,29,22.3136835,114.2212449,1.0,3.0,20.0
Dah Sing Life Building,CENTRAL,60780,2026,60780,30,22.284794,114.1557652,2.0,8.0,20.0
Pacific Plaza,WESTERN / KENNEDY TOWN,60620,2165,60620,28,22.2822235,114.1292619,1.0,1.0,20.0
OfficePlus @Sheung Wan,SHEUNG WAN,60580,2330,60580,26,22.2860162,114.1516854,18.0,9.0,20.0
Bartlock Centre,CAUSEWAY BAY,60510,2017,60510,30,22.2777039,114.1821166,13.0,20.0,20.0
Bartlock Centre,CAUSEWAY BAY,60510,2017,60510,30,22.2777039,114.1821166,13.0,20.0,20.0
Tai Yip Building,WAN CHAI,60507,2241,60507,27,22.27738,114.175148,7.0,6.0,20.0
Tai Yip Building,WAN CHAI,60507,2241,60507,27,22.27738,114.175148,7.0,6.0,20.0
Metroplaza - Tower 01,KWAI CHUNG,60476,2326,60476,26,22.3574364,114.1266565,1.0,1.0,20.0
Bangkok Bank Building,SHEUNG WAN,60375,2625,60375,23,22.286607,114.1487952,5.0,3.0,20.0
Landmark South,WONG CHUK HANG,60372,2322,60372,26,22.249265,114.167138,2.0,2.0,7.0
"Grand Plaza Office Tower, Two",MONG KOK / TAI KOK TSUI,60200,1720,60200,35,22.3198474,114.1620857,0.0,6.0,20.0
Wu Chung House,WAN CHAI,60180,2006,60180,30,22.2742239,114.1728051,3.0,5.0,20.0
Lee & Man Commercial Center,NORTH POINT,60175,2407,60175,25,22.287503,114.191589,4.0,6.0,20.0
CKK Commercial Centre,WAN CHAI,60144,2148,60144,28,22.2783338,114.1774583,4.0,5.0,20.0
Ying Kong Mansion,CAUSEWAY BAY,60076,2612,60076,23,22.2799014,114.1847917,6.0,16.0,20.0
Silvercord - Tower 1,TSIM SHA TSUI,60059,2071,60059,29,22.2973783,114.1695911,2.0,6.0,20.0
Silvercord - Tower 1,TSIM SHA TSUI,60059,2071,60059,29,22.2973783,114.1695911,2.0,6.0,20.0
Causeway Bay Plaza II,CAUSEWAY BAY,60025,1715,60025,35,22.2805414,114.1821601,7.0,8.0,20.0
South Seas Centre - Tower 2,TSIM SHA TSUI,60025,2401,60025,25,22.3000671,114.178459,1.0,6.0,20.0
Goldsland Building,TSIM SHA TSUI,60014,3152,60014,19,22.2966394,114.1747687,2.0,2.0,20.0
Catic Plaza,CAUSEWAY BAY,60011,2729,60011,21,22.2793971,114.188061,1.0,5.0,20.0
Hart House,TSIM SHA TSUI,60011,2183,60011,27,22.2983031,114.1750029,6.0,4.0,20.0
Katherine House,TSIM SHA TSUI,60010,2832,60010,21,22.299083,114.175539,0.0,5.0,20.0
Houston Centre,TSIM SHA TSUI,60008,2225,60008,26,22.2980295,114.1768655,1.0,2.0,20.0
Shun Tak Centre - West Tower,SHEUNG WAN,60006,1382,60006,43,22.2880334,114.1512041,0.0,1.0,20.0
L' Hart,CAUSEWAY BAY,60005,1267,60005,47,22.2807387,114.1827755,3.0,20.0,20.0
Jade Centre,CENTRAL,60000,1836,60000,32,22.2828985,114.1543957,15.0,20.0,20.0
The Harvest,MONG KOK / TAI KOK TSUI,60000,1500,60000,40,22.3198474,114.1620857,0.0,6.0,20.0
Winbase Centre,SHEUNG WAN,59997,2921,59997,20,22.2846531,114.1520985,12.0,15.0,20.0
Yue Shing Commercial Building,CENTRAL,59997,2100,59997,28,22.2834854,114.1555703,16.0,13.0,20.0
Hong Kong Pacific Centre,TSIM SHA TSUI,59954,967,59954,62,22.2971106,114.1712748,13.0,5.0,20.0
Shui On Centre,WAN CHAI,59904,1536,59904,39,22.2801875,114.1716875,0.0,5.0,11.0
Exchange Tower,KOWLOON BAY,59874,3522,59874,17,22.3211051,114.2094231,0.0,5.0,11.0
Loke Yew Building,CENTRAL,59808,1246,59808,48,22.28223,114.156059,20.0,8.0,20.0
Eubank Plaza,CENTRAL,59760,1660,59760,36,22.282598,114.1564993,20.0,8.0,20.0
The Workstation,CENTRAL,59752,1552,59752,38,10.8017589,106.7135357,0.0,18.0,9.0
Harcourt House,WAN CHAI,59751,2213,59751,27,22.2790727,114.1698835,0.0,0.0,10.0
"Electric Road, 148",NORTH POINT,59696,2132,59696,28,22.2864911,114.1917255,6.0,8.0,20.0
The HUB,WONG CHUK HANG,59664,2486,59664,24,22.2490089,114.1643124,2.0,0.0,3.0
Yam Tze Commercial Building,WAN CHAI,59600,2980,59600,20,22.277193,114.171067,5.0,4.0,20.0
Park Tower,JORDAN,59570,2590,59570,23,30.585164,36.238414,2.0,20.0,20.0
Jupiter Tower,NORTH POINT,59547,2589,59547,23,22.2862362,114.1923382,6.0,6.0,20.0
Workington Tower,SHEUNG WAN,59520,2480,59520,24,22.286015,114.150659,18.0,12.0,20.0
Empire Centre,TSIM SHA TSUI,59500,1750,59500,34,22.2982675,114.1783981,0.0,6.0,20.0
Shanghai Industrial Investment Building,WAN CHAI,59450,2050,59450,29,22.2773742,114.1708509,7.0,4.0,20.0
"Yee Wo Street, 68",CAUSEWAY BAY,59304,2118,59304,28,22.2791924,114.1865722,6.0,4.0,20.0
Chao's Building,SHEUNG WAN,59232,2468,59232,24,22.2864326,114.1487956,6.0,3.0,20.0
Allied Kajima Building,WAN CHAI,59220,1410,59220,42,22.2792687,114.176401,3.0,4.0,16.0
CKK Commercial Centre,WAN CHAI,59192,2114,59192,28,22.2783338,114.1774583,4.0,5.0,20.0
Citicorp Centre,NORTH POINT,59000,2360,59000,25,22.2862718,114.1902927,0.0,4.0,16.0
Winway Building,CENTRAL,58997,1540,58997,38,22.281714,114.155398,20.0,7.0,20.0
The Workstation,CENTRAL,58976,1552,58976,38,10.8017589,106.7135357,0.0,18.0,9.0
Century Square,CENTRAL,58800,1176,58800,50,22.281508,114.155987,20.0,7.0,20.0
Greatmany Centre,WAN CHAI,58800,2800,58800,21,22.2756786,114.1704118,1.0,9.0,20.0
Nan Dao Commercial Building,SHEUNG WAN,58750,2350,58750,25,22.2862329,114.1493844,6.0,3.0,20.0
Nan Dao Commercial Building,SHEUNG WAN,58750,2350,58750,25,22.2862329,114.1493844,6.0,3.0,20.0
Hopewell Centre,WAN CHAI,58680,1304,58680,45,22.2746386,114.1717253,3.0,10.0,20.0
"Kodak House, Block 2",NORTH POINT,58584,4882,58584,12,34.0978305,-118.3590054,1.0,1.0,0.0
"Chinachem Exchange Square, Two",NORTH POINT,58460,2923,58460,20,22.2903966,114.1974685,3.0,0.0,10.0
Chinachem Golden Plaza,TSIM SHA TSUI,58420,2540,58420,23,22.2988123,114.1721746,3.0,6.0,20.0
Shiu Fung Hong Building,SHEUNG WAN,58320,2916,58320,20,22.2878019,114.1480606,2.0,3.0,17.0
Ovest,SHEUNG WAN,58290,1943,58290,30,22.285941,114.152217,16.0,12.0,20.0
APEC Plaza,KWUN TONG,58248,3236,58248,18,22.3101852,114.2238002,7.0,7.0,20.0
Millennium City 1 - Tower 01,KWUN TONG,58208,1712,58208,34,22.3136835,114.2212449,1.0,3.0,20.0
Admiralty Centre - Tower 1,ADMIRALTY,58140,1530,58140,38,22.2792728,114.1650221,0.0,4.0,20.0
"Wellington Street, 128",CENTRAL,58128,2076,58128,28,22.2836886,114.153869,9.0,11.0,20.0
Millennium City 1 - Tower 01,KWUN TONG,58106,1709,58106,34,22.3136835,114.2212449,1.0,3.0,20.0
China Overseas Building,WAN CHAI,58100,1660,58100,35,22.2778337,114.1727784,2.0,7.0,20.0
Golden Centre,SHEUNG WAN,58086,1383,58086,42,22.2859473,114.1533641,5.0,7.0,20.0
"Grand Plaza Office Tower, One",MONG KOK / TAI KOK TSUI,58050,1290,58050,45,22.3203648,114.169773,5.0,8.0,20.0
Euro Trade Centre,CENTRAL,58002,1400,58002,41,22.282815,114.157614,6.0,3.0,20.0
Hong Kong House,CENTRAL,58000,2000,58000,29,49.6029638,6.1338551,1.0,4.0,20.0
Kwun Fai Building,TSIM SHA TSUI,58000,2500,58000,23,22.2994307,114.1728487,7.0,16.0,20.0
Sunshine Plaza,WAN CHAI,58000,2000,58000,29,22.2794665,114.1787996,7.0,3.0,20.0
Seaview Commercial Building,SHEUNG WAN,57993,1791,57993,32,22.287768,114.1491613,2.0,1.0,10.0
On Hing Building,CENTRAL,57803,1750,57803,33,22.2805487,114.1564993,13.0,14.0,20.0
Dah Sing Financial Centre,WAN CHAI,57717,1749,57717,33,22.2747521,114.1735215,2.0,8.0,20.0
Health Aura,CAUSEWAY BAY,57520,1438,57520,40,22.278644,114.186537,1.0,5.0,20.0
Health Aura,CAUSEWAY BAY,57520,1438,57520,40,22.278644,114.186537,1.0,5.0,20.0
East Ocean Centre,TSIM SHA TSUI,57500,2500,57500,23,22.3003823,114.1777233,1.0,7.0,20.0
Elite Centre,KWUN TONG,57435,2735,57435,21,22.3133424,114.2191164,5.0,3.0,11.0
Dah Sing Life Building,CENTRAL,57312,2388,57312,24,22.284794,114.1557652,2.0,8.0,20.0
Kowloon Centre,TSIM SHA TSUI,57260,2045,57260,28,22.2975863,114.1702704,10.0,7.0,20.0
"Kodak House, Block 2",NORTH POINT,57200,4400,57200,13,34.0978305,-118.3590054,1.0,1.0,0.0
"The Chelsea (Jervois Street, 69)",SHEUNG WAN,57080,1427,57080,40,22.2852335,114.1511115,19.0,20.0,20.0
Kai Tak Commercial Building,SHEUNG WAN,57064,2038,57064,28,22.2872433,114.1506702,2.0,6.0,20.0
Jubilee Centre,WAN CHAI,56945,1627,56945,35,22.2789226,114.1706823,0.0,2.0,20.0
China Minmetals Tower,TSIM SHA TSUI,56924,2033,56924,28,22.3008318,114.1758205,4.0,6.0,20.0
The Centrium,CENTRAL,56924,1498,56924,38,22.2806003,114.1546621,7.0,7.0,20.0
Chinachem Century Tower,WAN CHAI,56868,1354,56868,42,22.2798751,114.1785968,0.0,2.0,20.0
Kwun Fai Building,TSIM SHA TSUI,56800,2500,56800,22,22.2994307,114.1728487,7.0,16.0,20.0
Millennium City 1 - Tower 01,KWUN TONG,56800,2272,56800,25,22.3136835,114.2212449,1.0,3.0,20.0
China Insurance Building,TSIM SHA TSUI,56784,2028,56784,28,22.2991175,114.1750077,2.0,5.0,20.0
Wong Tze Building,KWUN TONG,56740,2837,56740,20,22.311084,114.2250719,6.0,6.0,20.0
Tung Wai Commercial Building,WAN CHAI,56698,1895,56698,29,22.2791009,114.1744004,2.0,4.0,14.0
Eastcore,KWUN TONG,56624,3539,56624,16,22.313354,114.2228428,12.0,6.0,20.0
One Hysan Avenue,CAUSEWAY BAY,56520,1256,56520,45,22.2780133,114.1838089,1.0,8.0,20.0
Concordia Plaza,TSIM SHA TSUI,56476,2017,56476,28,22.2988123,114.1721746,3.0,6.0,20.0
Lippo Centre - Tower 1,ADMIRALTY,56315,1609,56315,35,22.2791796,114.1636752,0.0,3.0,17.0
Tsim Sha Tsui Centre - East Tower,TSIM SHA TSUI,56314,1522,56314,37,22.2976578,114.1778408,0.0,4.0,20.0
"Jordan Road, 8",JORDAN,56252,2009,56252,28,22.3055521,114.1725913,0.0,1.0,18.0
Capital Centre,WAN CHAI,56086,1934,56086,29,22.2794349,114.1772835,1.0,1.0,20.0
OfficePlus @Sheung Wan,SHEUNG WAN,56002,1550,56002,36,22.2860162,114.1516854,18.0,9.0,20.0
Admiralty Centre - Tower 1,ADMIRALTY,56000,1400,56000,40,22.2792728,114.1650221,0.0,4.0,20.0
"Hennessy Road, 369",WAN CHAI,56000,1400,56000,40,22.2789401,114.1795671,7.0,1.0,20.0
Stanley 11,CENTRAL,55920,1398,55920,40,22.282226,114.15579,20.0,11.0,20.0
Lee & Man Commercial Center,NORTH POINT,55890,2070,55890,27,22.287503,114.191589,4.0,6.0,20.0
Admiralty Centre - Tower 1,ADMIRALTY,55860,1470,55860,38,22.2792728,114.1650221,0.0,4.0,20.0
Kai Tak Commercial Building,SHEUNG WAN,55854,1926,55854,29,22.2872433,114.1506702,2.0,6.0,20.0
Lippo Centre - Tower 2,ADMIRALTY,55840,1396,55840,40,22.2792541,114.1636196,1.0,3.0,17.0
The Centrium,CENTRAL,55784,1468,55784,38,22.2806003,114.1546621,7.0,7.0,20.0
Hang Lung Centre,CAUSEWAY BAY,55770,1014,55770,55,22.2802143,114.1859353,5.0,3.0,20.0
Chinachem Exchange Square,QUARRY BAY,55718,2143,55718,26,22.2880754,114.2117901,3.0,8.0,20.0
C C Wu Building,WAN CHAI,55709,1921,55709,29,22.2777777,114.1778408,6.0,6.0,20.0
Two Chinachem Plaza,SHEUNG WAN,55680,1392,55680,40,22.2863943,114.1491375,5.0,3.0,20.0
Legend Tower,KWUN TONG,55540,2777,55540,20,22.3109722,114.2262136,12.0,9.0,20.0
Kai Tak Commercial Building,SHEUNG WAN,55524,1983,55524,28,22.2872433,114.1506702,2.0,6.0,20.0
Kowloon Building,MONG KOK / TAI KOK TSUI,55521,1791,55521,31,22.3141684,114.1701775,7.0,12.0,20.0
Capitol Centre - Block 2,CAUSEWAY BAY,55512,2056,55512,27,22.279725,114.1845751,7.0,17.0,20.0
Millennium City 6,KWUN TONG,55350,2050,55350,27,22.3103686,114.2227035,7.0,4.0,20.0
Bank of America Tower,CENTRAL,55314,1317,55314,42,,,,,
Grand Millennium Plaza,SHEUNG WAN,55020,1572,55020,35,22.2856235,114.1529485,10.0,10.0,20.0
Wyndham Place,CENTRAL,55002,2085,55002,26,22.2801595,114.1550448,9.0,9.0,20.0
Hoseinee House,CENTRAL,55000,2285,55000,24,22.281653,114.154943,20.0,7.0,20.0
Kolling Centre,TSIM SHA TSUI,54995,1899,54995,28,22.3006373,114.1758785,4.0,4.0,20.0
Mirror Tower,TSIM SHA TSUI,54995,1700,54995,32,22.297553,114.176456,1.0,3.0,20.0
Mirror Tower,TSIM SHA TSUI,54993,1670,54993,32,22.297553,114.176456,1.0,3.0,20.0
Guangdong Tours Centre,CAUSEWAY BAY,54992,1588,54992,34,22.27837,114.1861964,2.0,6.0,20.0
South Seas Centre - Tower 2,TSIM SHA TSUI,54975,2199,54975,25,22.3000671,114.178459,1.0,6.0,20.0
Energy Plaza,TSIM SHA TSUI,54875,2195,54875,25,22.2999261,114.1767262,0.0,2.0,11.0
Workington Tower,SHEUNG WAN,54744,2281,54744,24,22.286015,114.150659,18.0,12.0,20.0
Workington Tower,SHEUNG WAN,54744,2281,54744,24,22.286015,114.150659,18.0,12.0,20.0
Delta House,SHATIN / FO TAN,54701,2879,54701,19,22.3985709,114.1929428,1.0,0.0,9.0
Crawford House,CENTRAL,54684,868,54684,63,22.2826315,114.1555936,20.0,12.0,20.0
Bowtie Life Insurance Tower,WAN CHAI,54600,1300,54600,42,22.2762761,114.1717334,1.0,17.0,20.0
K11 Atelier King's Road,QUARRY BAY,54585,1213,54585,45,22.2883738,114.209851,1.0,1.0,20.0
China Hong Kong City - Tower 2,TSIM SHA TSUI,54516,1947,54516,28,22.3008733,114.1679008,0.0,5.0,15.0
China Hong Kong City - Tower 2,TSIM SHA TSUI,54516,1947,54516,28,22.3008733,114.1679008,0.0,5.0,15.0
Tern Centre - Block 1,SHEUNG WAN,54500,2180,54500,25,22.2848479,114.1516224,11.0,15.0,20.0
Eastmark,KOWLOON BAY,54496,3406,54496,16,22.322232,114.211175,5.0,4.0,20.0
1 Lyndhurst Tower,CENTRAL,54470,2095,54470,26,22.2826214,114.1546879,20.0,20.0,20.0
Marina 8,WONG CHUK HANG,54444,2094,54444,26,22.2484741,114.1677273,4.0,2.0,12.0
Lee Garden Six (111 Leighton Road),CAUSEWAY BAY,54270,1206,54270,45,22.2777432,114.185842,0.0,7.0,20.0
