bldg_name,district,sq_ft,price_total,price_sq_ft,latitude,longitude,num_gyms_within_100m,num_cafes_within_100m,num_restaurants_within_100m,nearest_mtr_distance_m,nearest_mtr_name,stations_within_1km
"Hart Avenue, 8",TSIM SHA TSUI,2161,77796,36,22.3,114.17,8,4,20,283.71,Tsim Sha Tsui,4
Prosperity Millennia Plaza,NORTH POINT,3237,77688,24,22.29,114.21,1,1,5,455.11,Quarry Bay,3
Printing House,CENTRAL,1412,77660,55,22.28,114.16,2,3,20,227.66,Central,4
Casey Building,SHEUNG WAN,3368,77464,23,22.28,114.15,3,16,20,276.41,Sheung Wan,4
Hang Lung Centre,CAUSEWAY BAY,1408,77440,55,22.28,114.19,5,3,20,93.62,Causeway Bay,2
New East Ocean Centre,TSIM SHA TSUI,2760,77280,28,22.3,114.18,0,1,12,354.53,Hung Hom,5
Jubilee Centre,WAN CHAI,2202,77070,35,22.28,114.17,0,2,20,296.57,Wan Chai,3
Casey Building,SHEUNG WAN,3668,77028,21,22.28,114.15,3,16,20,276.41,Sheung Wan,4
New Henry House,CENTRAL,1100,77000,70,22.28,114.16,2,16,20,158.3,Central,4
Lippo Centre - Tower 1,ADMIRALTY,1834,76991,41,22.28,114.16,0,3,17,94.54,Admiralty,4
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,3670,76813,20,22.33,114.16,0,0,4,961.67,Nam Cheong,1
Loke Yew Building,CENTRAL,1600,76800,48,22.28,114.16,20,8,20,144.89,Central,4
Wai Fung Plaza,MONG KOK / TAI KOK TSUI,2558,76740,30,22.32,114.17,4,11,20,52.48,Mong Kok,5
China Insurance Group Building,SHEUNG WAN,2842,76734,27,22.29,114.15,5,3,20,281.89,Sheung Wan,4
Easey Commercial Building,WAN CHAI,2839,76653,27,22.28,114.18,5,3,20,335.36,Wan Chai,3
Chinachem Golden Plaza,TSIM SHA TSUI,3332,76636,23,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Eastmark,KOWLOON BAY,4507,76619,17,22.32,114.21,5,4,20,330.11,Kowloon Bay,1
Central 88,CENTRAL,1912,76480,40,22.28,114.16,2,15,20,274.35,Hong Kong,3
C C Wu Building,WAN CHAI,2729,76412,28,22.28,114.18,6,6,20,483.05,Wan Chai,3
Tung Chiu Commercial Centre,WAN CHAI,2744,76311,27,22.28,114.17,6,5,20,172.34,Wan Chai,2
Times Tower,WAN CHAI,3317,76291,23,22.28,114.18,1,2,20,514.34,Causeway Bay,3
TG Place,KWUN TONG,3813,76260,20,22.31,114.23,12,15,20,172.96,Kwun Tong,3
Times Square - Tower 2,CAUSEWAY BAY,1525,76250,50,22.28,114.18,12,20,20,389.79,Causeway Bay,3
Star House,TSIM SHA TSUI,2176,76160,35,22.29,114.17,0,4,20,516.0,Tsim Sha Tsui,2
Island Place Tower,NORTH POINT,3310,76130,23,22.29,114.2,1,4,20,293.8,North Point,2
"King's Road, 1001",QUARRY BAY,2812,75924,27,22.28,114.21,1,6,20,213.45,Tai Koo,2
Li Dong Building,CENTRAL,2296,75768,33,22.28,114.16,20,5,20,162.25,Central,4
Li Dong Building,CENTRAL,2296,75768,33,22.28,114.16,20,5,20,162.25,Central,4
"Gateway, The - Tower 2",TSIM SHA TSUI,2044,75628,37,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Lippo Centre - Tower 1,ADMIRALTY,2160,75600,35,22.28,114.16,0,3,17,94.54,Admiralty,4
Methodist House,WAN CHAI,3150,75600,24,22.28,114.17,4,2,20,310.98,Wan Chai,3
Causeway Bay Plaza II,CAUSEWAY BAY,2159,75565,35,22.28,114.18,7,8,20,297.12,Causeway Bay,3
The Centrium,CENTRAL,1983,75354,38,22.28,114.15,7,7,20,315.12,Central,3
AT Tower,NORTH POINT,2350,75200,32,22.29,114.19,4,11,20,136.25,Fortress Hill,3
"The Chelsea (Jervois Street, 69)",SHEUNG WAN,1880,75200,40,22.29,114.15,19,20,20,166.95,Sheung Wan,4
Peninsula Centre,TSIM SHA TSUI,3417,75174,22,22.3,114.18,0,3,20,505.39,East Tsim Sha Tsui,4
Chinachem Cameron Centre,TSIM SHA TSUI,2422,75082,31,22.3,114.17,2,6,20,303.6,Tsim Sha Tsui,4
The L Place,CENTRAL,1746,75078,43,22.28,114.15,9,10,20,318.85,Sheung Wan,3
Hong Kong Trade Centre,SHEUNG WAN,3000,75000,25,22.29,114.15,7,11,20,291.82,Sheung Wan,3
Baskerville House,CENTRAL,1362,74910,55,22.28,114.16,3,2,20,239.04,Central,4
"Heung Yip Road, 41",WONG CHUK HANG,2772,74844,27,22.25,114.16,4,2,3,499.15,Wong Chuk Hang,2
Global Commerce City 3 -Orient International Tower,CHEUNG SHA WAN / LAI CHI KOK,2990,74750,25,22.34,114.14,0,0,0,452.3,Mei Foo,1
Energy Plaza,TSIM SHA TSUI,2491,74730,30,22.3,114.18,0,2,11,518.32,Tsim Sha Tsui,4
"Yee Wo Street, 68",CAUSEWAY BAY,2668,74704,28,22.28,114.19,6,4,20,205.11,Causeway Bay,2
Lippo Centre - Tower 2,ADMIRALTY,2133,74655,35,22.28,114.16,1,3,17,98.24,Admiralty,4
Nan Dao Commercial Building,SHEUNG WAN,3110,74640,24,22.29,114.15,6,3,20,258.46,Sheung Wan,4
K Wah Centre,NORTH POINT,3552,74592,21,22.29,114.2,0,2,0,507.04,North Point,2
Convention Plaza Office Tower,WAN CHAI,1522,74578,49,22.28,114.17,0,4,14,113.28,Exhibition Centre,3
The Centrium,CENTRAL,1958,74404,38,22.28,114.15,7,7,20,315.12,Central,3
Southgate Commercial Centre,TSIM SHA TSUI,2972,74300,25,22.3,114.17,7,5,20,279.32,Tsim Sha Tsui,4
Times Square - Tower 1,CAUSEWAY BAY,1349,74195,55,22.28,114.18,12,20,20,389.79,Causeway Bay,3
Kolling Centre,TSIM SHA TSUI,989,74175,75,22.3,114.18,4,4,20,470.92,Tsim Sha Tsui,4
Chinachem Johnston Plaza,WAN CHAI,2472,74160,30,22.28,114.18,7,4,20,264.65,Wan Chai,2
"Chinachem Exchange Square, Two",NORTH POINT,3526,74046,21,22.29,114.2,3,0,10,309.09,North Point,2
"Chinachem Exchange Square, Two",NORTH POINT,2953,73825,25,22.29,114.2,3,0,10,309.09,North Point,2
Hon Kwok Jordan Centre,TSIM SHA TSUI,2634,73752,28,22.3,114.17,10,7,20,222.61,Jordan,4
Millennium City 3,KWUN TONG,4092,73656,18,22.31,114.22,2,1,4,50.58,Ngau Tau Kok,2
Two Chinachem Plaza,SHEUNG WAN,2045,73620,36,22.29,114.15,5,3,20,281.89,Sheung Wan,4
Unicorn Trade Centre,CENTRAL,1840,73600,40,22.29,114.16,4,14,20,302.7,Hong Kong,3
New Henry House,CENTRAL,1050,73500,70,22.28,114.16,2,16,20,158.3,Central,4
New Henry House,CENTRAL,1050,73500,70,22.28,114.16,2,16,20,158.3,Central,4
Times Square - Tower 2,CAUSEWAY BAY,1531,73488,48,22.28,114.18,12,20,20,389.79,Causeway Bay,3
LKF29 (Onfem Tower),CENTRAL,2224,73392,33,22.28,114.16,11,10,20,255.82,Central,4
"Yee Wo Street, 68",CAUSEWAY BAY,2618,73304,28,22.28,114.19,6,4,20,205.11,Causeway Bay,2
"King's Road, 1001",QUARRY BAY,2932,73300,25,22.28,114.21,1,6,20,213.45,Tai Koo,2
Concordia Plaza,TSIM SHA TSUI,2290,73280,32,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Convention Plaza Office Tower,WAN CHAI,1493,73157,49,22.28,114.17,0,4,14,113.28,Exhibition Centre,3
First Commercial Building,CAUSEWAY BAY,2285,73120,32,22.29,114.19,3,5,20,348.67,Fortress Hill,3
New Henry House,CENTRAL,1043,73010,70,22.28,114.16,2,16,20,158.3,Central,4
Concordia Plaza,TSIM SHA TSUI,2431,72930,30,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Guangdong Finance Building,SHEUNG WAN,3640,72800,20,22.29,114.15,0,0,11,457.48,Sai Ying Pun,2
Shui On Centre,WAN CHAI,2022,72792,36,22.28,114.17,0,5,11,329.89,Wan Chai,3
Chuang's Tower,CENTRAL,1615,72675,45,22.28,114.16,9,6,20,136.46,Hong Kong,4
Leighton Centre,CAUSEWAY BAY,1546,72662,47,22.28,114.18,12,16,20,375.78,Causeway Bay,2
C C Wu Building,WAN CHAI,2593,72604,28,22.28,114.18,6,6,20,483.05,Wan Chai,3
China Resources Building,WAN CHAI,1395,72540,52,22.28,114.18,0,0,5,193.52,Exhibition Centre,2
"Electric Road, 148",NORTH POINT,2585,72380,28,22.29,114.19,6,8,20,291.38,Fortress Hill,3
Health Aura,CAUSEWAY BAY,1808,72320,40,22.28,114.19,1,5,20,246.36,Causeway Bay,2
Health Aura,CAUSEWAY BAY,1808,72320,40,22.28,114.19,1,5,20,246.36,Causeway Bay,2
Health Aura,CAUSEWAY BAY,1808,72320,40,22.28,114.19,1,5,20,246.36,Causeway Bay,2
Chinachem Leighton Plaza,CAUSEWAY BAY,2006,72216,36,22.28,114.18,11,15,20,471.81,Causeway Bay,3
"Electric Road, 148",NORTH POINT,2578,72184,28,22.29,114.19,6,8,20,291.38,Fortress Hill,3
"Johnston Road, 208",WAN CHAI,1850,72150,39,22.28,114.18,8,4,20,316.96,Wan Chai,3
Eastmark,KOWLOON BAY,4507,72112,16,22.32,114.21,5,4,20,330.11,Kowloon Bay,1
Capital Centre,WAN CHAI,2882,72050,25,22.28,114.18,1,1,20,362.93,Exhibition Centre,3
Admiralty Centre - Tower 1,ADMIRALTY,2667,72009,27,22.28,114.17,0,4,20,50.1,Admiralty,4
North Point Industrial Building,NORTH POINT,4500,72000,16,22.29,114.2,0,2,20,217.66,North Point,3
North Point Industrial Building,NORTH POINT,4500,72000,16,22.29,114.2,0,2,20,217.66,North Point,3
Neich Tower,WAN CHAI,2399,71994,30,22.28,114.18,2,4,8,290.75,Exhibition Centre,3
Tai Yau Building,WAN CHAI,1631,71764,44,22.28,114.17,3,8,20,157.66,Wan Chai,2
World Finance Centre - South,TSIM SHA TSUI,2473,71717,29,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Wilson House,CENTRAL,2173,71709,33,22.28,114.16,19,11,20,230.87,Central,4
World Trade Centre,CAUSEWAY BAY,1748,71668,41,22.28,114.18,2,14,20,153.68,Causeway Bay,3
Plaza 2000,CAUSEWAY BAY,2046,71610,35,22.28,114.18,7,15,20,403.9,Causeway Bay,3
Plaza 2000,CAUSEWAY BAY,2046,71610,35,22.28,114.18,7,15,20,403.9,Causeway Bay,3
Central Plaza,WAN CHAI,1375,71500,52,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
The Wave,TSIM SHA TSUI,2382,71460,30,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Taurus Building,TSIM SHA TSUI,2100,71400,34,22.3,114.17,8,8,20,237.15,Tsim Sha Tsui,4
Park Commercial Centre,CAUSEWAY BAY,2379,71370,30,22.28,114.19,0,1,4,65.83,Tin Hau,3
Landmark South,WONG CHUK HANG,2642,71334,27,22.25,114.17,2,2,7,151.59,Wong Chuk Hang,2
Strand 50 (Bonham Trade Centre),SHEUNG WAN,2373,71190,30,22.29,114.15,20,14,20,106.83,Sheung Wan,4
Chinachem Exchange Square,QUARRY BAY,3093,71139,23,22.29,114.21,3,8,20,211.42,Quarry Bay,2
Lippo Sun Plaza,TSIM SHA TSUI,2639,70989,26,22.3,114.17,6,8,20,278.68,Tsim Sha Tsui,3
Southland Building,CENTRAL,1575,70875,45,22.28,114.16,1,9,20,216.33,Hong Kong,3
Lucky Building,CENTRAL,2214,70848,32,22.28,114.16,20,12,20,217.65,Central,4
"Sea View Estate, Block B",NORTH POINT,5903,70836,12,22.29,114.19,3,4,16,301.89,Fortress Hill,3
New World Tower 1,CENTRAL,944,70800,75,22.28,114.16,6,11,20,179.08,Central,4
Asia Standard Tower,CENTRAL,1815,70785,39,22.28,114.16,20,10,20,205.11,Central,4
Bartlock Centre,CAUSEWAY BAY,2017,70595,35,22.28,114.18,13,20,20,422.86,Causeway Bay,3
Bartlock Centre,CAUSEWAY BAY,2017,70595,35,22.28,114.18,13,20,20,422.86,Causeway Bay,3
Bartlock Centre,CAUSEWAY BAY,2017,70595,35,22.28,114.18,13,20,20,422.86,Causeway Bay,3
The Centrium,CENTRAL,1856,70528,38,22.28,114.15,7,7,20,315.12,Central,3
Harcourt House,WAN CHAI,2606,70362,27,22.28,114.17,0,0,10,376.66,Wan Chai,3
China Hong Kong Tower,WAN CHAI,2415,70035,29,22.28,114.17,3,8,20,458.69,Admiralty,3
Wings Building,CENTRAL,2089,70002,33,22.28,114.15,13,13,20,344.1,Central,3
Sang Woo Building,WAN CHAI,1728,70001,40,22.28,114.18,0,2,20,497.44,Causeway Bay,3
Abdoolally House,CENTRAL,1750,70000,40,22.28,114.16,20,8,20,178.13,Central,4
Bonham Centre,SHEUNG WAN,2800,70000,25,22.29,114.15,20,10,20,63.82,Sheung Wan,3
Sea Bird House,CENTRAL,750,69998,93,22.28,114.16,15,14,20,187.65,Central,4
Coasia Building,CAUSEWAY BAY,1560,69997,44,22.28,114.18,3,20,20,215.71,Causeway Bay,3
Coasia Building,CAUSEWAY BAY,1560,69997,44,22.28,114.18,3,20,20,215.71,Causeway Bay,3
"Lyndhurst Terrace, 46",CENTRAL,2161,69995,32,22.28,114.15,10,20,20,390.72,Central,3
Bangkok Bank Building,SHEUNG WAN,3035,69805,23,22.29,114.15,5,3,20,316.55,Sheung Wan,3
Shui On Centre,WAN CHAI,1662,69804,42,22.28,114.17,0,5,11,329.89,Wan Chai,3
World Wide House,CENTRAL,199,69799,350,22.28,114.16,4,4,20,88.47,Central,4
Harbour Centre,WAN CHAI,1342,69784,52,22.28,114.18,0,7,20,106.04,Exhibition Centre,3
Harbour Centre,WAN CHAI,1342,69784,52,22.28,114.18,0,7,20,106.04,Exhibition Centre,3
Tai Yip Building,WAN CHAI,2241,69471,31,22.28,114.18,7,6,20,206.16,Wan Chai,2
Tai Yip Building,WAN CHAI,2241,69471,31,22.28,114.18,7,6,20,206.16,Wan Chai,2
"Cheung Sha Wan Road, 909",CHEUNG SHA WAN / LAI CHI KOK,2313,69390,30,22.34,114.15,2,4,7,630.08,Mei Foo,1
China Hong Kong City - Tower 2,TSIM SHA TSUI,2478,69384,28,22.3,114.17,0,5,15,492.26,Tsim Sha Tsui,5
Plaza 228,WAN CHAI,2476,69328,28,22.28,114.18,13,8,20,574.3,Wan Chai,3
New Henry House,CENTRAL,990,69300,70,22.28,114.16,2,16,20,158.3,Central,4
"Yee Wo Street, 68",CAUSEWAY BAY,2472,69216,28,22.28,114.19,6,4,20,205.11,Causeway Bay,2
The Wave,TSIM SHA TSUI,2382,69078,29,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Park Commercial Centre,CAUSEWAY BAY,2287,68610,30,22.28,114.19,0,1,4,65.83,Tin Hau,3
China Insurance Group Building,SHEUNG WAN,2738,68450,25,22.29,114.15,5,3,20,281.89,Sheung Wan,4
Wilson House,CENTRAL,2138,68416,32,22.28,114.16,19,11,20,230.87,Central,4
K Wah Centre,NORTH POINT,3600,68400,19,22.29,114.2,0,2,0,507.04,North Point,2
Houston Centre,TSIM SHA TSUI,2627,68302,26,22.3,114.18,1,2,20,386.82,East Tsim Sha Tsui,4
Millennium City 1 - Tower 01,KWUN TONG,2134,68288,32,22.31,114.22,1,3,20,231.69,Ngau Tau Kok,2
Chun Wo Commercial Centre,SHEUNG WAN,2725,68125,25,22.29,114.15,6,11,20,255.56,Sheung Wan,3
Coasia Building,CAUSEWAY BAY,1586,68008,42,22.28,114.18,3,20,20,215.71,Causeway Bay,3
Tung Ming Building,CENTRAL,1100,68002,61,22.28,114.16,20,6,20,164.93,Central,4
Humphrey's Building,TSIM SHA TSUI,2195,68001,30,22.3,114.17,5,7,20,109.48,Tsim Sha Tsui,3
Perfect Commercial Building,TSIM SHA TSUI,2500,68000,27,22.3,114.18,0,4,20,435.58,Jordan,4
Tung Ning Building,SHEUNG WAN,859,67998,79,22.29,114.15,8,4,20,45.34,Sheung Wan,3
Katherine House,TSIM SHA TSUI,2832,67996,24,22.3,114.18,0,5,20,376.79,Tsim Sha Tsui,4
Bartlock Centre,CAUSEWAY BAY,2017,67993,33,22.28,114.18,13,20,20,422.86,Causeway Bay,3
"Grand Plaza Office Tower, One",MONG KOK / TAI KOK TSUI,1510,67950,45,22.32,114.17,5,8,20,121.34,Mong Kok,4
"Chinachem Exchange Square, Two",NORTH POINT,2953,67919,23,22.29,114.2,3,0,10,309.09,North Point,2
Jubilee Centre,WAN CHAI,1939,67904,35,22.28,114.17,0,2,20,296.57,Wan Chai,3
Hong Kong Pacific Centre,TSIM SHA TSUI,1095,67890,62,22.3,114.17,13,5,20,167.67,Tsim Sha Tsui,3
The Phoenix,WAN CHAI,2256,67680,30,22.28,114.17,3,6,20,219.59,Wan Chai,3
The Phoenix,WAN CHAI,2256,67680,30,22.28,114.17,3,6,20,219.59,Wan Chai,3
China Hong Kong Tower,WAN CHAI,2415,67620,28,22.28,114.17,3,8,20,458.69,Admiralty,3
Bupa Centre,SHEUNG WAN,2600,67600,26,22.29,114.15,5,3,20,281.89,Sheung Wan,4
Grand Central Plaza - Tower 01,SHATIN / FO TAN,1930,67550,35,22.4,114.19,1,0,9,682.23,Fo Tan,1
H Code,CENTRAL,900,67500,75,22.28,114.15,17,18,20,321.98,Central,3
China Minmetals Tower,TSIM SHA TSUI,2324,67396,29,22.3,114.18,4,6,20,477.23,Tsim Sha Tsui,4
New Mandarin Plaza - Tower A,TSIM SHA TSUI,2590,67340,26,22.3,114.18,1,6,20,439.22,Hung Hom,4
Tai Yip Building,WAN CHAI,2241,67230,30,22.28,114.18,7,6,20,206.16,Wan Chai,2
Hang Lung Centre,CAUSEWAY BAY,1218,66990,55,22.28,114.19,5,3,20,93.62,Causeway Bay,2
Jubilee Centre,WAN CHAI,1914,66990,35,22.28,114.17,0,2,20,296.57,Wan Chai,3
Haleson Building,SHEUNG WAN,2160,66960,31,22.29,114.15,5,3,20,281.89,Sheung Wan,4
Richmond Plaza,CAUSEWAY BAY,2571,66846,26,22.28,114.18,4,20,20,223.55,Causeway Bay,3
China Overseas Building,WAN CHAI,1909,66815,35,22.28,114.17,2,7,20,49.88,Wan Chai,3
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,2920,66810,22,22.33,114.16,0,0,4,961.67,Nam Cheong,1
Hip Shing Hong Kowloon Centre,JORDAN,2211,66794,30,22.3,114.17,10,7,20,198.39,Tsim Sha Tsui,3
Honest Building,CAUSEWAY BAY,1964,66776,34,22.28,114.18,6,8,20,533.18,Causeway Bay,3
Exchange Tower,KOWLOON BAY,3514,66766,19,22.32,114.21,0,5,11,547.8,Kowloon Bay,1
China Hong Kong Tower,WAN CHAI,2152,66712,31,22.28,114.17,3,8,20,458.69,Admiralty,3
China Hong Kong Tower,WAN CHAI,2152,66712,31,22.28,114.17,3,8,20,458.69,Admiralty,3
Millennium City 2,KWUN TONG,2382,66696,28,22.31,114.22,2,0,4,92.26,Ngau Tau Kok,2
"Kodak House, Block 2",NORTH POINT,4167,66672,16,34.1,-118.36,1,1,0,11623825.38,Wu Kai Sha,0
Chinachem Golden Plaza,TSIM SHA TSUI,2380,66640,28,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Casey Building,SHEUNG WAN,3171,66591,21,22.28,114.15,3,16,20,276.41,Sheung Wan,4
China Insurance Building,TSIM SHA TSUI,2378,66584,28,22.3,114.18,2,5,20,323.92,Tsim Sha Tsui,4
China Insurance Building,TSIM SHA TSUI,2378,66584,28,22.3,114.18,2,5,20,323.92,Tsim Sha Tsui,4
Li Dong Building,CENTRAL,2296,66584,29,22.28,114.16,20,5,20,162.25,Central,4
"Heung Yip Road, 41",WONG CHUK HANG,2772,66528,24,22.25,114.16,4,2,3,499.15,Wong Chuk Hang,2
Chuang's Tower,CENTRAL,1478,66510,45,22.28,114.16,9,6,20,136.46,Hong Kong,4
New Henry House,CENTRAL,950,66500,70,22.28,114.16,2,16,20,158.3,Central,4
New Henry House,CENTRAL,950,66500,70,22.28,114.16,2,16,20,158.3,Central,4
China Insurance Group Building,SHEUNG WAN,3324,66480,20,22.29,114.15,5,3,20,281.89,Sheung Wan,4
Emperor Group Centre,WAN CHAI,2372,66416,28,22.28,114.18,4,2,20,382.03,Wan Chai,3
The Centrium,CENTRAL,1895,66325,35,22.28,114.15,7,7,20,315.12,Central,3
Hang Lung Centre,CAUSEWAY BAY,1326,66300,50,22.28,114.19,5,3,20,93.62,Causeway Bay,2
Hollywood Commercial House,CENTRAL,2550,66300,26,22.28,114.15,8,17,20,390.97,Central,3
Genesis,WONG CHUK HANG,4142,66272,16,22.25,114.17,0,1,3,304.2,Wong Chuk Hang,2
World Wide House,CENTRAL,1472,66240,45,22.28,114.16,4,4,20,88.47,Central,4
Convention Plaza Office Tower,WAN CHAI,1204,66220,55,22.28,114.17,0,4,14,113.28,Exhibition Centre,3
Hollywood Commercial House,CENTRAL,2450,66150,27,22.28,114.15,8,17,20,390.97,Central,3
YF Life Centre,WAN CHAI,1652,66080,40,22.28,114.17,0,0,2,430.2,Wan Chai,3
Ovest,SHEUNG WAN,1943,66062,34,22.29,114.15,16,12,20,77.48,Sheung Wan,3
Ovest,SHEUNG WAN,1943,66062,34,22.29,114.15,16,12,20,77.48,Sheung Wan,3
Wing On House,CENTRAL,2444,65988,27,22.28,114.16,8,6,20,171.4,Hong Kong,4
Chubb Tower (Windsor House),CAUSEWAY BAY,1830,65880,36,22.28,114.19,4,2,20,148.02,Causeway Bay,2
Lee Garden Six (111 Leighton Road),CAUSEWAY BAY,1464,65880,45,22.28,114.19,0,7,20,303.96,Causeway Bay,2
Exchange Tower,KOWLOON BAY,3875,65875,17,22.32,114.21,0,5,11,547.8,Kowloon Bay,1
Empire Centre,TSIM SHA TSUI,1881,65835,35,22.3,114.18,0,6,20,515.2,East Tsim Sha Tsui,3
Landmark South,WONG CHUK HANG,2532,65832,26,22.25,114.17,2,2,7,151.59,Wong Chuk Hang,2
Millennium City 2,KWUN TONG,2436,65772,27,22.31,114.22,2,0,4,92.26,Ngau Tau Kok,2
New Henry House,CENTRAL,935,65450,70,22.28,114.16,2,16,20,158.3,Central,4
Tern Centre - Block 1,SHEUNG WAN,2180,65400,30,22.28,114.15,11,15,20,192.1,Sheung Wan,3
Tern Centre - Block 1,SHEUNG WAN,2180,65400,30,22.28,114.15,11,15,20,192.1,Sheung Wan,3
Universal Commercial Building,TSIM SHA TSUI,1917,65178,34,22.3,114.17,4,6,20,255.6,Tsim Sha Tsui,3
Concordia Plaza,TSIM SHA TSUI,1973,65109,33,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Concordia Plaza,TSIM SHA TSUI,1921,65007,33,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
CNT Commercial Building,SHEUNG WAN,2450,64999,26,22.28,114.15,6,20,20,242.86,Sheung Wan,4
CNT Commercial Building,SHEUNG WAN,2450,64999,26,22.28,114.15,6,20,20,242.86,Sheung Wan,4
CNT Commercial Building,SHEUNG WAN,2450,64999,26,22.28,114.15,6,20,20,242.86,Sheung Wan,4
LL Tower,CENTRAL,2327,64993,27,22.28,114.15,11,20,20,406.33,Central,3
"Chinachem Exchange Square, Two",NORTH POINT,2953,64966,22,22.29,114.2,3,0,10,309.09,North Point,2
"Kodak House, Block 2",NORTH POINT,4056,64896,16,34.1,-118.36,1,1,0,11623825.38,Wu Kai Sha,0
"Grand Plaza Office Tower, One",MONG KOK / TAI KOK TSUI,1440,64800,45,22.32,114.17,5,8,20,121.34,Mong Kok,4
Millennium City 2,KWUN TONG,2392,64584,27,22.31,114.22,2,0,4,92.26,Ngau Tau Kok,2
China Hong Kong Tower,WAN CHAI,2152,64560,30,22.28,114.17,3,8,20,458.69,Admiralty,3
Plaza 2000,CAUSEWAY BAY,1613,64520,40,22.28,114.18,7,15,20,403.9,Causeway Bay,3
Siu On Plaza,CAUSEWAY BAY,2011,64352,32,22.28,114.18,3,20,20,239.14,Causeway Bay,3
Canton House,CENTRAL,1428,64260,45,22.28,114.16,20,8,20,161.87,Central,4
Canton House,CENTRAL,1428,64260,45,22.28,114.16,20,8,20,161.87,Central,4
Central Plaza,WAN CHAI,1147,64232,56,22.28,114.17,0,0,0,225.69,Exhibition Centre,3
"Hing Fat Street, 88",NORTH POINT,2000,64000,32,22.29,114.19,1,4,20,382.06,Tin Hau,3
"Hing Fat Street, 88",NORTH POINT,2000,64000,32,22.29,114.19,1,4,20,382.06,Tin Hau,3
So Hong Commercial Building,SHEUNG WAN,2907,63954,22,22.29,114.15,14,18,20,164.88,Sheung Wan,3
Chuang's Tower,CENTRAL,1421,63945,45,22.28,114.16,9,6,20,136.46,Hong Kong,4
Chuang's Tower,CENTRAL,1421,63945,45,22.28,114.16,9,6,20,136.46,Hong Kong,4
Chinachem Century Tower,WAN CHAI,1522,63924,42,22.28,114.18,0,2,20,445.09,Exhibition Centre,3
Chinachem Exchange Square,QUARRY BAY,2458,63908,26,22.29,114.21,3,8,20,211.42,Quarry Bay,2
Century Square,CENTRAL,1277,63850,50,22.28,114.16,20,7,20,151.22,Central,4
Suen Yue Building,SHEUNG WAN,2660,63840,24,22.29,114.15,1,4,20,387.92,Sheung Wan,2
Trade Square,CHEUNG SHA WAN / LAI CHI KOK,3060,63801,20,22.33,114.16,0,0,4,961.67,Nam Cheong,1
Universal Trade Centre,CENTRAL,2453,63778,26,22.28,114.15,4,3,20,369.43,Central,3
Chuang's Tower,CENTRAL,1416,63720,45,22.28,114.16,9,6,20,136.46,Hong Kong,4
Convention Plaza Office Tower,WAN CHAI,1327,63696,48,22.28,114.17,0,4,14,113.28,Exhibition Centre,3
East Town Building,WAN CHAI,1924,63492,33,22.28,114.17,2,4,20,280.36,Wan Chai,3
East Town Building,WAN CHAI,1924,63492,33,22.28,114.17,2,4,20,280.36,Wan Chai,3
"Kodak House, Block 2",NORTH POINT,4882,63466,13,34.1,-118.36,1,1,0,11623825.38,Wu Kai Sha,0
Century Square,CENTRAL,1219,63388,52,22.28,114.16,20,7,20,151.22,Central,4
Kundamal House,TSIM SHA TSUI,2881,63382,22,22.3,114.17,5,5,20,225.52,Tsim Sha Tsui,4
Arion Commercial Centre,SHEUNG WAN,2535,63375,25,22.29,114.15,2,5,20,361.14,Sheung Wan,2
Tai Tung Building,WAN CHAI,1584,63360,40,22.28,114.17,4,5,20,153.98,Wan Chai,2
China Hong Kong City - Tower 2,TSIM SHA TSUI,2261,63308,28,22.3,114.17,0,5,15,492.26,Tsim Sha Tsui,5
Millennium City 1 - Tower 01,KWUN TONG,2183,63307,29,22.31,114.22,1,3,20,231.69,Ngau Tau Kok,2
Gravity,KWUN TONG,3330,63270,19,22.31,114.22,7,4,20,461.78,Kwun Tong,2
One Island South,WONG CHUK HANG,2530,63250,25,22.25,114.17,0,1,3,304.2,Wong Chuk Hang,2
MG Tower,KWUN TONG,2258,63224,28,22.31,114.22,1,2,8,310.18,Ngau Tau Kok,2
Charmhill Centre,TSIM SHA TSUI,1913,63129,33,22.3,114.17,3,6,20,43.61,Tsim Sha Tsui,3
Eubank Plaza,CENTRAL,1660,63080,38,22.28,114.16,20,8,20,124.7,Central,4
Southland Building,CENTRAL,1575,63000,40,22.28,114.16,1,9,20,216.33,Hong Kong,3
Southland Building,CENTRAL,1575,63000,40,22.28,114.16,1,9,20,216.33,Hong Kong,3
Southland Building,CENTRAL,1575,63000,40,22.28,114.16,1,9,20,216.33,Hong Kong,3
Southland Building,CENTRAL,1575,63000,40,22.28,114.16,1,9,20,216.33,Hong Kong,3
